Genus	Subfamily	Family	Accession	Phage	Genome	Genome size
Eidolonvirus	Johnpaulvirinae		MN734437	Sphingomonas phage Eidolon	dsDNA	43318
Kharnvirus	Johnpaulvirinae		MN734439	Sphingomonas phage Kharn	dsDNA	43408
Kharnvirus	Johnpaulvirinae		MN734438	Sphingomonas phage Lucius	dsDNA	44200
Kilunavirus	Jondennisvirinae		JF939047	Burkholderia phage vB_BceS_KL1	dsDNA	42832
Kipunavirus	Jondennisvirinae		MK574078	Pseudomonas phage KP1	dsDNA	43470
Septimatrevirus	Jondennisvirinae		HG962376	Pseudomonas phage vB_PaeS_SCH_Ab26	dsDNA	43056
Septimatrevirus	Jondennisvirinae		MG897800	Pseudomonas phage vB_PaeS_C1	dsDNA	43133
Getalongvirus	Langleyhallvirinae		MK376961	Gordonia phage Asapag	dsDNA	55119
Getalongvirus	Langleyhallvirinae		MG099939	Gordonia phage BENtherdunthat	dsDNA	54867
Horusvirus	Langleyhallvirinae		MH651176	Gordonia phage Horus	dsDNA	55668
Phistoryvirus	Langleyhallvirinae		MH651185	Gordonia phage Phistory	dsDNA	53085
Limdunavirus	Mccleskeyvirinae		KX555527	Leuconostoc phage LDG	dsDNA	26559
Limdunavirus	Mccleskeyvirinae		JQ659259	Leuconostoc phage Lmd1	dsDNA	26201
Unaquatrovirus	Mccleskeyvirinae		KX578042	Leuconostoc phage Ln-7	dsDNA	28093
Unaquatrovirus	Mccleskeyvirinae		KM262192	Leuconostoc phage Ln-9	dsDNA	28527
Adrianbuildvirus	Mcshanvirinae		KT337370	Streptococcus phage phiARI0923	dsDNA	33477
Adrianbuildvirus	Mcshanvirinae		KY065449	Streptococcus phage IPP5	dsDNA	33495
Medawarvirus	Mcshanvirinae		KT337342	Streptococcus phage phiARI0131-2	dsDNA	34563
Medawarvirus	Mcshanvirinae		KY065453	Streptococcus phage IPP11	dsDNA	37518
Phadecavirus	Mcshanvirinae		OL774868	Streptococcus phage OlisA1	dsDNA	30210
Phadecavirus	Mcshanvirinae		FN391954	Streptococcus phage PH10	dsDNA	31276
Aceathervirus	Munstervirinae		MT980841	Ruminococcus phage phiRM10	dsDNA	36920
Adovirus	Munstervirinae		MT980838	Ruminococcus phage phiRg519T2	dsDNA	36865
Adovirus	Munstervirinae		MT980840	Ruminococcus phage phiRgIBDN1	dsDNA	37233
Ahaonvirus	Munstervirinae		MT980836	Ruminococcus phage phiRg507T2_2	dsDNA	37304
Ahaonvirus	Munstervirinae		MT980837	Ruminococcus phage phiRg507T2_3	dsDNA	36510
Atrivirus	Munstervirinae		MT980839	Ruminococcus phage phiRgPS6	dsDNA	37780
Charlievirus	Nclasvirinae		MH697576	Mycobacterium phage Aggie	dsDNA	44333
Charlievirus	Nclasvirinae		MG099936	Mycobacterium phage Andies	dsDNA	43779
Baxterfoxvirus	Nymbaxtervirinae		KU963263	Gordonia phage BaxterFox	dsDNA	53717
Baxterfoxvirus	Nymbaxtervirinae		MT639650	Gordonia phage Ohgeesy	dsDNA	53473
Nymphadoravirus	Nymbaxtervirinae		MZ274304	Gordonia phage Agueybana	dsDNA	52807
Nymphadoravirus	Nymbaxtervirinae		MT952844	Gordonia phage Bosnia	dsDNA	54546
Bignuzvirus	Pclasvirinae		JN412591	Mycobacterium phage BigNuz	dsDNA	48984
Fishburnevirus	Pclasvirinae		MF919492	Mycobacterium phage Arib1	dsDNA	46732
Fishburnevirus	Pclasvirinae		MN585977	Mycobacterium phage Atcoo	dsDNA	49075
Phayoncevirus	Pclasvirinae		KR080195	Mycobacterium phage Phayonce	dsDNA	49203
Phayoncevirus	Pclasvirinae		MN234172	Mycobacterium phage ThulaThula	dsDNA	50415
Purkyvirus	Pclasvirinae		MN096355	Mycobacterium phage Purky	dsDNA	50513
Tortellinivirus	Pclasvirinae		KX648391	Mycobacterium phage Tortellini	dsDNA	49658
Xaviavirus	Pclasvirinae		MH230879	Mycobacterium phage Xavia	dsDNA	49808
Dongjiangvirus	Pearlrivervirinae		OP172657	OM05-12 phage BD166P1	dsDNA	35266
Dongjiangvirus	Pearlrivervirinae		OP172652	Phocaeicola phage BD26P1	dsDNA	35626
Xijiangvirus	Pearlrivervirinae		OP172694	Phocaeicola phage BM127P1	dsDNA	36940
Amoyvirus	Queuovirinae		MT345684	Alteromonas phage vB_AcoS-R7M	dsDNA	56163
Iggyvirus	Queuovirinae		MN029011	Pseudomonas phage Iggy	dsDNA	60628
Iggyvirus	Queuovirinae		MK816297	Pseudomonas virus PBPA162	dsDNA	60626
Micathvirus	Queuovirinae		OP882271	Pseudomonas phage MiCath	dsDNA	60958
Nipunavirus	Queuovirinae		ON911540	Xanthomonas phage vB_Xar_IVIA-DoCa3	dsDNA	58107
Nipunavirus	Queuovirinae		KX898400	Pseudomonas phage JG054	dsDNA	57839
Nonagvirus	Queuovirinae		KP719134	Enterobacteria phage JenK1	dsDNA	60747
Nonagvirus	Queuovirinae		KP719132	Enterobacteria phage JenP1	dsDNA	60754
Seuratvirus	Queuovirinae		KP064094	Escherichia phage CAjan	dsDNA	59670
Seuratvirus	Queuovirinae		KM236243	Escherichia phage Seurat	dsDNA	56776
Shangdongvirus	Queuovirinae		PP992516	Pseudomonas phage Baskent_P4_1	dsDNA	41947
Shangdongvirus	Queuovirinae		OR797041	Stenotrophomonas phage vB_SmaS_Bhz54	dsDNA	41867
Torvergatavirus	Queuovirinae		MN820898	Sphingomonas phage vB_StuS_MMDA13	dsDNA	63743
Catfishvirus	Ruthgordonvirinae		MH697580	Gordonia phage Catfish	dsDNA	46888
Dardanusvirus	Ruthgordonvirinae		MN010758	Gordonia phage Dardanus	dsDNA	43143
Gesputvirus	Ruthgordonvirinae		KP790011	Gordonia phage Gsput1	dsDNA	43505
Schmidtvirus	Ruthgordonvirinae		MH651189	Gordonia phage Schmidt	dsDNA	43099
Tinalinvirus	Ruthgordonvirinae		MW132713	Gordonia phage TinaLin	dsDNA	43366
Vendettavirus	Ruthgordonvirinae		MT553344	Gordonia phage TZGordon	dsDNA	44904
Vendettavirus	Ruthgordonvirinae		KU998237	Gordonia phage Vendetta	dsDNA	45858
Cyranovirus	Santaclaravirinae		CP054387	Escherichia phage CMS-2020a	dsDNA	109272
Cyranovirus	Santaclaravirinae		CP053388	Escherichia phage CMS-2020b	dsDNA	107648
Suquintavirus	Santaclaravirinae		JQ965645	Salmonella phage SSU5	dsDNA	103299
Westmeadvirus	Santaclaravirinae		MZ779062	Klebsiella phage pJN2-26	dsDNA	109952
Westmeadvirus	Santaclaravirinae		MH153810	Gordonia phage Sour	dsDNA	61670
Basiliskvirus	Sejongvirinae		MG967618	Bacillus phage v_B-Bak10	dsDNA	82931
Basiliskvirus	Sejongvirinae		KC595511	Bacillus phage Basilisk	dsDNA	82008
Yihwangvirus	Sejongvirinae		MW392802	Bacillus phage BCPST	dsDNA	81528
Yihwangvirus	Sejongvirinae		KT070866	Bacillus phage PBC4	dsDNA	80647
Diegovirus	Sepvirinae		KF766125	Shigella phage 75/02 Stx	dsDNA	60875
Diegovirus	Sepvirinae		KJ603229	Shigella phage POCJ13	dsDNA	62699
Oslovirus	Sepvirinae		KY914478	Escherichia phage ArgO145	dsDNA	62020
Oslovirus	Sepvirinae		MN067333	Escherichia phage Lyz12581Vzw	dsDNA	62668
Traversvirus	Sepvirinae		KU977419	Stx1 converting phage AU5Stx1	dsDNA	58371
Traversvirus	Sepvirinae		KU977420	Stx1 converting phage AU6Stx1	dsDNA	57123
Bembunaquatrovirus	Skryabinvirinae		KX190833	Bacillus phage vB_BtS_BMBtp14	dsDNA	50740
Pushchinovirus	Skryabinvirinae		MK759918	Bacillus phage vB_BtS_B83	dsDNA	49952
Shirevirus	Stanbaylleyvirinae		ON189042	Xanthomonas phage Langgrundblatt1	dsDNA	44239
Shirevirus	Stanbaylleyvirinae		ON189043	Xanthomonas phage Langgrundblatt2	dsDNA	44768
Subavirus	Stanbaylleyvirinae		LR743530	Xanthomonas phage Suba	dsDNA	45510
Justusliebigvirus	Stephanstirmvirinae		MN850632	Escherichia phage alia	dsDNA	147009
Justusliebigvirus	Stephanstirmvirinae		PQ567651	Escherichia phage Cardinal	dsDNA	146751
Phapecoctavirus	Stephanstirmvirinae		MN850648	Escherichia phage anhysbys	dsDNA	149335
Phapecoctavirus	Stephanstirmvirinae		KX664695	Escherichia phage ESCO5	dsDNA	149312
Jelitavirus	Trabyvirinae		DQ003639	Listreria phage B025	dsDNA	42653
Slepowronvirus	Trabyvirinae		KJ094023	Listeria phage LP-101	dsDNA	43767
Slepowronvirus	Trabyvirinae		MT500540	Listeria phage LP-HM00113468	dsDNA	40298
Douglaswolinvirus	Tybeckvirinae		JX486088	Lactobacillus phage ATCC 8014-B2	dsDNA	80617
Lenusvirus	Tybeckvirinae		MG252693	Lactobacillus phage Lenus	dsDNA	78891
Lenusvirus	Tybeckvirinae		MG765276	Lactobacillus phage Nyseid	dsDNA	79221
Lidleunavirus	Tybeckvirinae		KM514685	Lactobacillus phage Ldl1	dsDNA	74806
Lidleunavirus	Tybeckvirinae		CP031026.1	Lactobacillus phage ViSo-2018a	dsDNA	72362
Maenadvirus	Tybeckvirinae		MG765274	Lactobacillus phage Maenad	dsDNA	78646
Maenadvirus	Tybeckvirinae		KX223815	Lactobacillus phage P1	dsDNA	73787
Avunavirus	Vequintavirinae		KM190144	Escherichia phage Av-05	dsDNA	120938
Certrevirus	Vequintavirinae		JQ691612	Cronobacter phage CR3	dsDNA	149273
Certrevirus	Vequintavirinae		KC954774	Cronobacter phage CR8	dsDNA	149162
Henunavirus	Vequintavirinae		MN732867	Erwinia phage Hena1	dsDNA	148842
Henunavirus	Vequintavirinae		MN184887	Erwinia phage pEp_SNUABM_01	dsDNA	147321
Mydovirus	Vequintavirinae		KY652726	Klebsiella phage vB_KpnM_BIS47	dsDNA	147443
Mydovirus	Vequintavirinae		KT934943	Klebsiella phage vB_KpnM_KB57	dsDNA	142987
Septuagintavirus	Vequintavirinae		OP778609	Escherichia phage A73	dsDNA	142009
Septuagintavirus	Vequintavirinae		OP744025	Escherichia phage 5_4	dsDNA	145365
Seunavirus	Vequintavirinae		KF550303	Escherichia phage 4MG	dsDNA	148567
Seunavirus	Vequintavirinae		JN882284	Cronobacter phage vB_CsaM_GAP31	dsDNA	147940
Vequintavirus	Vequintavirinae		ON286973	Escherichia phage A51.2	dsDNA	137300
Vequintavirus	Vequintavirinae		MZ501048	Escherichia phage AlexBoehm	dsDNA	135345
Lentusvirus	Wallmarkvirinae		MW218148	Staphylococcus phage vB_StaM_SA1	dsDNA	260727
Machiasvirus	Wallmarkvirinae		OR455461	Staphylococcus phage AH12	dsDNA	264661
Machiasvirus	Wallmarkvirinae		MW349128	Staphylococcus phage Machias	dsDNA	274478
Madawaskavirus	Wallmarkvirinae		MZ779063	Staphylococcus phage vB_SauM-UFV_DC4	dsDNA	263185
Madawaskavirus	Wallmarkvirinae		OR836606	Staphylococcus phage LY01	dsDNA	258897
Amginevirus	Weiservirinae		MF324915	Mycobacterium phage Amgine	dsDNA	62236
Amginevirus	Weiservirinae		MF140398	Mycobacterium phage Amohnition	dsDNA	61761
Aminayvirus	Weiservirinae		MH509442	Mycobacterium phage Aminay	dsDNA	60430
Anayavirus	Weiservirinae		JF704105	Mycobacterium phage Adephagia	dsDNA	59646
Anayavirus	Weiservirinae		MH001453	Mycobacterium phage Adonis	dsDNA	60031
Fionnbharthvirus	Weiservirinae		MN945904	Mycobacterium phage Eponine	dsDNA	58678
Fionnbharthvirus	Weiservirinae		JN831653	Mycobacterium phage Fionnbharth	dsDNA	58076
Keshuvirus	Weiservirinae		MF373841	Mycobacterium phage Hurricane	dsDNA	61318
Keshuvirus	Weiservirinae		KP027199	Mycobacterium phage Keshu	dsDNA	61251
Kratiovirus	Weiservirinae		MH651171	Mycobacterium phage Collard	dsDNA	61395
Kratiovirus	Weiservirinae		KX636165	Mycobacterium phage Gengar	dsDNA	61626
Timquatrovirus	Weiservirinae		MF140411	Mycobacterium phage Findley	dsDNA	58150
Timquatrovirus	Weiservirinae		KT591490	Mycobacterium phage Mufasa	dsDNA	58065
Unicornvirus	Weiservirinae		MN369762	Mycobacterium phage Bryler	dsDNA	57666
Unicornvirus	Weiservirinae		MF324914	Mycobacterium phage Krueger	dsDNA	60321
Abaiavirus			KX669658	Ochrobactrum phage POA1180	dsDNA	41655
Abbeymikolonvirus			MG593800	Streptomyces phage AbbeyMikolon	dsDNA	42551
Abouovirus			KC595517	Brevibacillus phage Abouo	dsDNA	45552
Abouovirus			KC595518	Brevibacillus phage Davies	dsDNA	45798
Adaiavirus			MH834594	Arthrobacter phage Adaia	dsDNA	15840
Agmunavirus			MN023176	Brevibacterium phage AGM1	dsDNA	36032
Aguilavirus			JQ182734	Enterobacteria phage mEp043 c-1	dsDNA	42780
Aguilavirus			JQ182733	Enterobacterial phage mEp213	dsDNA	44120
Ahotrevirus			MZ501266	Erwinia phage AH03	dsDNA	43866
Akiravirus			MK599416	Salmonella phage Akira	dsDNA	45367
Alachuavirus			AY986977	Xanthomonas phage Xp15	dsDNA	55770
Alcyoneusvirus			AB897757	Klebsiella phage K64-1	dsDNA	346602
Alcyoneusvirus			JQ513383	Klebsiella phage vB_KleM_RaK2	dsDNA	345809
Alexandravirus			MH460463	Dickeya phage vB_DsoM_AD1	dsDNA	261658
Alexandravirus			MH248138	Erwinia phage vB_EamM_Alexandra	dsDNA	266532
Amherstvirus			ON724010	Microbacterium phage PineapplePizza	dsDNA	16662
Amigovirus			KU160638	Arthrobacter phage Amigo	dsDNA	59173
Amigovirus			MF185731	Arthrobacter phage Molivia	dsDNA	58247
Amiranvirus			MW672041	Enterococcus phage vb_GEC_Ef_S_9	dsDNA	33631
Anamdongvirus			GU967410	Lactobacillus phage LBR48	dsDNA	48211
Anatolevirus			KX620748	Propionibacterium phage Anatole	dsDNA	35284
Anatolevirus			KX620749	Propionibacterium phage B3	dsDNA	35948
Andrewvirus			MH834595	Arthrobacter phage Andrew	dsDNA	38802
Anjalivirus			MK016490	Arthobacter phage Anjali	dsDNA	19679
Anjalivirus			MK016500	Arthobacter phage Mendel	dsDNA	19428
Anthonyvirus			MN234188	Mycobacterium phage Anthony	dsDNA	52202
Aokuangvirus			MG450654	Synechococcus phage S-CBWM1	dsDNA	139069
Appavirus			MH153799	Microbacterium phage Appa	dsDNA	38684
Aquingentivirus			DQ003637	Listeria phage A500	dsDNA	38867
Aquingentivirus			KP399678	Listeria phage vB_LmoS_293	dsDNA	40759
Aramisvirus			LR990833	Enterococcus phage Aramis	dsDNA	42697
Aramisvirus			LR991625	Enterococcus phage dArtagnan	dsDNA	42884
Arawnvirus			MN882550	Butyrivibrio phage Arawn	dsDNA	31118
Archimedesvirus			MT771339	Gordonia phage Archimedes	dsDNA	44938
Armstrongvirus			MH834596	Microbacterium phage Armstrong	dsDNA	39928
Arvduovirus			KF692088	Arthrobacter phage vB_ArS-ArV2	dsDNA	37372
Ashduovirus			AJ251789	Lactobacillus phage A2	dsDNA	43411
Aspduovirus			AY576796	Actinoplanes phage phiAsp2	dsDNA	58638
Asteriusvirus			KM507819	Escherichia phage 121Q	dsDNA	348532
Asteriusvirus			KC295538	Escherichia phage PBECO4	dsDNA	348113
Astrithrvirus			MT074429	Salmonella phage astrithr	dsDNA	11569
Athenavirus			OK500002	Bacillus phage vB_BanS_Athena	dsDNA	37369
Atraxavirus			MH834597	Arthrobacter phage Atraxa	dsDNA	14927
Attisvirus			KU963247	Gordonia phage Attis	dsDNA	47881
Attisvirus			MG099941	Gordonia phage Bjanes7	dsDNA	46042
Attoomivirus			MG593801	Streptomyces phage Attoomi	dsDNA	41872
Audreyjarvisvirus			KY554768	Lactococcus phage AM1	dsDNA	125658
Audreyjarvisvirus			KY554771	Lactococcus phage AM4	dsDNA	132949
Aurunvirus			JQ245707	Cyanophage S-TIM5	dsDNA	161440
Aussievirus			OR786373	Sinorhizobium phage Aussie	dsDNA	39025
Aussievirus			OR786374	Sinorhizobium phage StopSmel	dsDNA	37851
Austintatiousvirus			MK305888	Streptomyces phage Austintatious	dsDNA	36213
Austintatiousvirus			KY092479	Streptomyces phage Ididsumtinwong	dsDNA	37817
Axeltriavirus			MT536174	Stenotrophomonas phage vB_SmaS-AXL_3	dsDNA	47545
Backyardiganvirus			JX307702	Mycobacterium phage Arturo	dsDNA	51500
Backyardiganvirus			JF704093	Mycobacterium phage Backyardigan	dsDNA	51308
Badaztecvirus			MT006240	Bifidobacterium phage BadAargau2	dsDNA	18899
Badaztecvirus			MT006233	Bifidobacterium phage BadAztec1	dsDNA	18635
Baikalvirus			KF147891	Pseudomonas phage PaBG	dsDNA	258139
Bantamvirus			KX557272	Gordonia phage Bantam	dsDNA	92580
Barbavirus			MK719729	Rheinheimera phage Barba18A	dsDNA	80342
Barbavirus			MK719730	Rheinheimera phage Barba19A	dsDNA	84608
Barnyardvirus			AY129339	Mycobacterium phage Barnyard	dsDNA	70797
Barnyardvirus			MK279909	Mycobacterium phage DrLupo	dsDNA	70030
Bauervirus			OP580516	Arthrobacter phage Bauer	dsDNA	50446
Baybaevirus			OQ079154	Vibrio phage Baybae	dsDNA	42372
Bcepmuvirus			AY539836	Burkholderia phage BcepMu	dsDNA	36748
Bcepmuvirus			CP000622	Burkholderia phage phiE255	dsDNA	37446
Beceayunavirus			HE614282	Bacillus phage BceA1	dsDNA	42932
Becedseptimavirus			JN712910	Bacillus phage BCD7	dsDNA	93839
Beenievirus			MG845393	Gordonia phage Beenie	dsDNA	47953
Beenievirus			MK801729	Gordonia phage Clark	dsDNA	47716
Behunavirus			MH983004	Lactobacillus phage BH1	dsDNA	40721
Bendigovirus			KR063280	Gordonia phage GMA6	dsDNA	83324
Benedictvirus			MG099938	Mycobacterium phage Archetta	dsDNA	47409
Benedictvirus			JN083852	Mycobacterium phage Benedict	dsDNA	51083
Bernalvirus			KJ510413	Mycobacterium phage Bernal13	dsDNA	42392
Bernalvirus			MG925349	Mycobacterium phage Mendokysei	dsDNA	43511
Betterkatzvirus			KU963261	Gordonia phage BetterKatz	dsDNA	50636
Bglawtbvirus			OQ735257	Burkholderia phage vB_BglM_WTB	dsDNA	68541
Bigmanorsvirus			OK665842	Burkholderia phage BgManors32	dsDNA	59762
Bingvirus			MG757154	Streptomyces phage Bing	dsDNA	56341
Bippervirus			KU728633	Mycobacterium phage Bipper	dsDNA	77832
Bismarckvirus			OP297545	Arthrobacter phage Shambre1	dsDNA	42211
Bjornvirus			MG775259	Pseudomonas phage Bjorn	dsDNA	45936
Bluefeathervirus			MT024867	Arthrobacter phage BlueFeather	dsDNA	16302
Bocovirus			MK796797	Shewanella phage X14	dsDNA	36515
Bonzeevirus			MW021763	Serratia phage vB_SmaS_Bigdog	dsDNA	42495
Bonzeevirus			OM135608	Serratia phage vB_SmaS_Bonzee	dsDNA	42045
Borockvirus			KX925554	Streptomyces phage BRock	dsDNA	112523
Bowservirus			KU998235	Gordonia phage Bowser	dsDNA	46570
Bridgettevirus			MH834603	Arthrobacter phage Bridgette	dsDNA	43113
Bridgettevirus			MH834605	Arthrobacter phage Constance	dsDNA	43706
Brigitvirus			MG711465	Faecalibacterium phage FP_Brigit	dsDNA	61716
Britbratvirus			KU998233	Gordonia phage BritBrat	dsDNA	55524
Brunovirus			KT630649	Salmonella phage SEN34	dsDNA	40740
Bruynoghevirus			LN610578	Pseudomonas phage vB_PaeP_C2-10_Ab22	dsDNA	45808
Bruynoghevirus			KP233880	Pseudomonas phage PhiCHU	dsDNA	45626
Buchananvirus			MH023293	Escherichia phage vB_EcoS Sa179lw	dsDNA	46833
Bugaksanvirus			KT968831	Pseudomonas phage YMC11/02/R656	dsDNA	60919
Bunatrivirus			OP066531	Bacillus phage B13	dsDNA	36864
Burrovirus			MN062711	Microbacterium phage Araxxi	dsDNA	53981
Burrovirus			MT024863	Microbacterium phage Arete	dsDNA	53692
Busanvirus			KY979132	Acidovorax phage ACP17	dsDNA	156281
Caminolopintovirus			MW477799	Salmonella phage vB_Se_STGO-35-1	dsDNA	47483
Camtrevirus			JN191664	Bacillus phage BtCS33	dsDNA	41992
Camtrevirus			KF296718	Bacillus phage phiCM3	dsDNA	38772
Cantarevirus			MK016493	Brevibacterium phage Cantare	dsDNA	90743
Capnelvirus			JQ066768	Rhodobacter phage RcapNL	dsDNA	40489
Carnodivirus			MZ398135	Carnobacterium phage cd2	dsDNA	57220
Carnodivirus			MZ399596	Carnobacterium phage cd4	dsDNA	56713
Carvajevirus			OL604152	Klebsiella phage vB_KpnS-Carvaje	dsDNA	56858
Casadabanvirus			LN610590	Pseudomonas phage vB_PaeS_PAO1_Ab30	dsDNA	37238
Casadabanvirus			MW390886	Pseudomonas phage AIIMS-Pa-B1	dsDNA	37578
Cbastvirus			HQ634192	Cellulophaga phage phiST	dsDNA	79114
Cecivirus			GU229986	Bacillus phage 250	dsDNA	56505
Cecivirus			EU874396	Bacillus phage IEBH	dsDNA	53104
Cedarrivervirus			MF158038	Shigella phage Sf11 SMD-2017	dsDNA	46454
Ceduovirus			MH779519	Lactococcus phage vB_LLc_bIBB14	dsDNA	21710
Ceduovirus			MH779522	Lactococcus phage vB_Llc_bIBBA3	dsDNA	21906
Cequinquevirus			EU340421	Lactobacillus phage c5	dsDNA	31841
Cequinquevirus			KJ564038	Lactobacillus phage Ld3	dsDNA	29616
Chakrabartyvirus			KU873925	Pseudomonas phage pf16	dsDNA	158136
Chenonavirus			AY129333	Mycobacterium phage Che9c	dsDNA	57050
Chenonavirus			KP027201	Mycobacterium phage Sbash	dsDNA	55832
Chertseyvirus			KT339177	Lactococcus phage GE1	dsDNA	24847
Chewyvirus			KX557288	Rhodococcus phage ChewyVIII	dsDNA	69165
Chidieberevirus			MN586022	Gordonia phage Chidiebere	dsDNA	91072
Chidieberevirus			MZ820089	Gordonia phage ChisanaKitsune	dsDNA	88657
Chopinvirus			DQ535032	Lactococcus phage KSY1	dsDNA	79232
Chymeravirus			KU958700	Streptomyces phage Chymera	dsDNA	34742
Cimandefvirus			MT740730	Ralstonia phage Cimandef	dsDNA	55171
Cimandefvirus			MT740736	Ralstonia phage Eline	dsDNA	57352
Cimpunavirus			GQ241246	Clavibacter phage CMP1	dsDNA	58652
Cinunavirus			KF669650	Clavibbacter phage CN1A	dsDNA	56789
Clawzvirus			MT498058	Gordonia phage Clawz	dsDNA	57664
Coatlandelriovirus			MH252365	Ralstonia phage phiRSP	dsDNA	44526
Cobrasixvirus			OK499971	Enterobacter phage vB_EclS_CobraSix	dsDNA	47816
Coetzeevirus			JX486087	Lactobacillus phage ATCC 8014-B1	dsDNA	38002
Coetzeevirus			JN051154	Pediococcus phage cIP1	dsDNA	38013
Coeurvirus			MK801723	Gordonia phage Coeur	dsDNA	16223
Colneyvirus			EU719189	Clostridioides phage phiCD27	dsDNA	50930
Colneyvirus			LN681539	Clostridium phage phiCD505	dsDNA	49316
Colunavirus			KR905066	Lactobacillus phage CL1	dsDNA	39474
Colunavirus			KR905067	Lactobacillus phage CL2	dsDNA	38751
Comeauvirus			JQ177061	Vibrio phage CP-T1	dsDNA	44492
Comeauvirus			JQ177064	Vibrio phage vB_VchM-138	dsDNA	44485
Coralvirus			MH834606	Arthrobacter phage Coral	dsDNA	38317
Coralvirus			MH834616	Arthrobacter phage Kepler	dsDNA	38449
Corndogvirus			KF017002	Mycobacterium phage Catdawg	dsDNA	72108
Corndogvirus			AY129335	Mycobacterium phage Corndog	dsDNA	69777
Coventryvirus			MF428481	Staphylococcus phage SN8	dsDNA	39803
Coventryvirus			AP019560	Staphylococcus phage SP120	dsDNA	40530
Craquatrovirus			MW057856	Providencia phage PSTCR4	dsDNA	57214
Craquatrovirus			MW057861	Providencia phage PSTCR7	dsDNA	57986
Cratervirus			KU998253	Gordonia phage Orchid	dsDNA	80650
Cronusvirus			KR935217	Rhodobacter phage RcCronus	dsDNA	35985
Cukevirus			MG757156	Mycobacterium phage Cuke	dsDNA	68869
Daredevilvirus			MH590603	Gordonia phage DareDevil	dsDNA	90490
Decurrovirus			KT355471	Arthrobacter phage Decurro	dsDNA	15524
Delepquintavirus			MG189906	Stenotrophomonas phage vB_SmaS_DLP_5	dsDNA	96542
Delfunavirus			LC513943	Enterococcus phage vB_EfaS-DELF1	dsDNA	40248
Delfunavirus			CAJDKB010000002	Enterococcus phage vB_EhiS_268	dsDNA	40542
Delislevirus			AF246223	Mycoplasma phage P1	dsDNA	11660
Demosthenesvirus			KU998242	Gordonia phage Demosthenes	dsDNA	74073
Demosthenesvirus			KU963258	Gordonia phage Katyusha	dsDNA	75380
Denisevirus			MN428053	Gordonia phage Denise	dsDNA	45043
Deseoctovirus			MH717097	Escherichia phage C1	dsDNA	46667
Deseoctovirus			MK759854	Shigella phage DS8	dsDNA	44605
Detrevirus			AF165214	Pseudomonas phage D3	dsDNA	56426
Detrevirus			HQ711985	Pseudomonas phage PMG1	dsDNA	54024
Deurplevirus			MF176161	Bacillus phage Deep-Purple	dsDNA	36278
Dhillonvirus			MG581355	Escherichia phage B2	dsDNA	44283
Dhillonvirus			MW822006	Escherichia phage BF9	dsDNA	44963
Dibbivirus			MK798143	Pantoea phage vB_PagM_AAM37	dsDNA	49990
Dibbivirus			JN022534	Xanthomonas phage vB_XveM_DIBBI	dsDNA	49981
Dinavirus			MT740734	Ralstonia phage Dina	dsDNA	39161
Dismasvirus			MG670586	Microbacterium phage Dismas	dsDNA	41593
Docdeeseptimavirus			GU580940	Rhodococcus phage ReqiDocB7	dsDNA	75772
Dolmabahcevirus			MW291017	Streptomyces phage TurkishDelight	dsDNA	93606
Donellivirus			JN638751	Bacillus phage G	dsDNA	497513
Doucettevirus			KX620750	Propionibacterium phage B22	dsDNA	37219
Doucettevirus			KX620751	Propionibacterium phage Doucette	dsDNA	37429
Dubuvirus			MK937595	Streptomyces phage Dubu	dsDNA	39535
Dybvigvirus			DQ123818	Actinomyces phage Av-1	dsDNA	17171
Eagleeyevirus			KF861510	Mycobacterium phage EagleEye	dsDNA	52974
Edenvirus			MH509447	Microbacterium phage Eden	dsDNA	40833
Edwardsroadvirus			JN116822	Rhodococcus phage RRH1	dsDNA	14270
Eetrevirus			HM114277	Rhodococcus phage E3	dsDNA	142563
Efemquintavirus			KT588072	Enterococcus phage IME-EFm5	dsDNA	42265
Efemunavirus			KJ010489	Enterococcus phage IME-EFm1	dsDNA	42597
Efemunavirus			OP018674	Enterococcus phage vB_Efm_LG62	dsDNA	42236
